	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
hsa-miR-1260a			3.0		1.0		2.0	8.0	4.0	3.0		5.0		38	37.0	1.0		2.0	7.0	1.0					280.0				6.0
hsa-miR-1260b			3.0		1.0		2.0	8.0	4.0	3.0		5.0		38	37.0	1.0		2.0	7.0	1.0					280.0				6.0
hsa-miR-1261	1.0		6.0					1.0	1.0	2.0	4.0			17	22.0	1.0		1.0	1.0					1.0	4.0	2.0		2.0	16.0
hsa-miR-1262	1.0		6.0	2.0				3.0	3.0	1.0				30	40.0	1.0		1.0						1.0	35.0				43.0
hsa-miR-1263			1.0						5.0					15	12.0										5.0			1.0	4.0
hsa-miR-1264		2.0						8.0	11.0		1.0			22	15.0	2.0			1.0						12.0		1.0		4.0
hsa-miR-1265		1.0				1.0			10.0	1.0				34	21.0	3.0		4.0			2.0	1.0	6.0	1.0	4.0			3.0	18.0
hsa-miR-1266			7.0			2.0						2.0		27	24.0		1.0	1.0	3.0						120.0				8.0
hsa-miR-1267		1.0				1.0		10.0	7.0	5.0				32	13.0	1.0		2.0					1.0		9.0	2.0		2.0	6.0
hsa-miR-1268a		2.0		1.0	1.0								1.0	8	2.0									3.0	85.0				1.0
hsa-miR-1268b		2.0		1.0	1.0								1.0	8	2.0									3.0	85.0				1.0
hsa-miR-1269a		2.0	1.0					4.0	1.0	1.0		4.0		29	19.0										2.0		6.0		3.0
hsa-miR-1269b		2.0	1.0					4.0	1.0	1.0		4.0		29	19.0										2.0		6.0		3.0
hsa-miR-127-3p				3.0					3.0	2.0		2.0	2.0	21	12.0				1.0						5.0				2.0
hsa-miR-127-5p		1.0	2.0		1.0			6.0	5.0			3.0	1.0	43	21.0			1.0						4.0	2.0	4.0	7.0		14.0
hsa-miR-1270				1.0			1.0	5.0	10.0			3.0	9.0	45	18.0	1.0				2.0					86.0				15.0
hsa-miR-1271-3p		1.0	1.0					6.0		2.0	1.0	2.0		27	28.0			1.0							71.0	1.0			5.0
hsa-miR-1271-5p			3.0	1.0	2.0			10.0	4.0	1.0		3.0		29	21.0	2.0		2.0	3.0						34.0		5.0		23.0
hsa-miR-1272			4.0	8.0			1.0	1.0	2.0	1.0	1.0	2.0		16	21.0	1.0					2.0			5.0	6.0				21.0
hsa-miR-1273a														8	6.0				2.0						10.0				4.0
hsa-miR-1273c												3.0		15	7.0				2.0						9.0				3.0
hsa-miR-1273d								6.0	5.0	1.0		1.0		19	15.0			2.0	2.0						18.0				8.0
hsa-miR-1273e		1.0	2.0	2.0	3.0			3.0		2.0				29	16.0	2.0		1.0	2.0					2.0	13.0				15.0
hsa-miR-1273f		2.0		3.0			1.0	8.0	6.0	1.0	2.0	1.0		42	15.0	1.0		3.0	4.0				13.0		30.0		1.0	1.0	9.0
hsa-miR-1273g-3p	1.0	1.0	8.0		1.0	2.0		5.0	14.0	2.0		2.0		35	29.0			2.0					1.0		93.0	4.0	2.0		13.0
hsa-miR-1273g-5p				3.0				3.0	6.0	2.0			9.0	24	31.0								1.0	1.0	12.0		1.0		17.0
hsa-miR-1275			1.0	1.0				3.0	9.0			2.0		41	23.0	6.0	1.0	2.0	4.0	3.0	4.0			3.0	5.0				15.0
hsa-miR-1276			4.0					8.0	4.0	1.0	4.0	1.0		37	35.0	8.0		1.0	9.0		1.0				3.0				13.0
hsa-miR-1277-3p		1.0	3.0						4.0	2.0	4.0			20	21.0	1.0		1.0											6.0
hsa-miR-1277-5p	3.0		6.0	3.0				11.0	25.0	1.0	1.0	3.0	7.0	64	62.0	2.0		13.0					2.0	5.0	6.0	4.0			29.0
hsa-miR-1278		3.0	1.0	2.0				3.0	2.0					24	26.0	4.0			4.0						3.0				11.0
hsa-miR-1279	1.0		2.0	1.0					11.0	2.0	1.0	4.0	2.0	40	38.0			2.0					1.0		4.0	3.0			13.0
hsa-miR-128		3.0	5.0				1.0	5.0	8.0	6.0	1.0	4.0	3.0	70	49.0	8.0		2.0				1.0	1.0	2.0	5.0		1.0		14.0
hsa-miR-1280			2.0				2.0	5.0	1.0	3.0				38	36.0	1.0		1.0	7.0	1.0					30.0				5.0
hsa-miR-1281					1.0				1.0					18	10.0	2.0		1.0	3.0		1.0				177.0				1.0
hsa-miR-1282			4.0					1.0	1.0	10.0				28	26.0	2.0									6.0				21.0
hsa-miR-1283	2.0	1.0	5.0					17.0	5.0		1.0		2.0	66	41.0	3.0	1.0	10.0	3.0						54.0				5.0
hsa-miR-1284			3.0					5.0	4.0	4.0		2.0		37	34.0	3.0		1.0		1.0			1.0		6.0				7.0
hsa-miR-1285-3p	1.0	1.0							13.0		1.0	6.0	1.0	37	30.0	1.0		5.0	6.0					5.0	44.0				9.0
hsa-miR-1285-5p		2.0	5.0		1.0			5.0	21.0	6.0		2.0		16	33.0	1.0			3.0		1.0			3.0	16.0	1.0			13.0
hsa-miR-1286		2.0	8.0					3.0	6.0	3.0		2.0		43	45.0	8.0		4.0	2.0						78.0				19.0
hsa-miR-1287		1.0	1.0	1.0				5.0	5.0	1.0		3.0		45	14.0	1.0		5.0	3.0						432.0		2.0		16.0
hsa-miR-1288		2.0	1.0					4.0	2.0	1.0		4.0		32	18.0												6.0		8.0
hsa-miR-1289			1.0	1.0					1.0	1.0		1.0		19	12.0	5.0			3.0	1.0		1.0			78.0				7.0
hsa-miR-129-1-3p		2.0							2.0	1.0	1.0	1.0		30	16.0										2.0				4.0
hsa-miR-129-2-3p		2.0							2.0	1.0	1.0	1.0		30	16.0										2.0				4.0
hsa-miR-129-5p		2.0	3.0		2.0				18.0		3.0	5.0	9.0	46	49.0	11.0	1.0	5.0	15.0		1.0	1.0		4.0	54.0	2.0	5.0		15.0
hsa-miR-1290			12.0	1.0				3.0	7.0		8.0	1.0	1.0	30	40.0	2.0	3.0	4.0	6.0					2.0				1.0	13.0
hsa-miR-1291			2.0					1.0	3.0			1.0		25	14.0	1.0								1.0	4.0	2.0			4.0
hsa-miR-1292				1.0				3.0	7.0	1.0		3.0		53	27.0	4.0		3.0	5.0						7.0		1.0	1.0	2.0
hsa-miR-1293			3.0					5.0	6.0	3.0				32	49.0	1.0	1.0	1.0						5.0	41.0				34.0
hsa-miR-1294		3.0	6.0	1.0		2.0			6.0					36	23.0	1.0		5.0	3.0	1.0					28.0				13.0
hsa-miR-1295a				7.0				13.0		4.0				10	7.0			2.0							36.0		6.0		2.0
hsa-miR-1295b-3p								15.0		4.0		2.0	1.0	8	19.0					2.0					6.0				4.0
hsa-miR-1295b-5p			17.0		1.0			2.0	9.0		2.0	1.0	9.0	29	27.0	1.0		1.0	4.0					1.0	63.0		1.0		13.0
hsa-miR-1296				2.0		4.0			1.0					24	10.0	5.0						1.0		1.0	4.0	1.0			13.0
hsa-miR-1297			1.0	6.0				14.0	3.0					14	24.0	7.0		3.0			1.0				39.0	5.0			7.0
hsa-miR-1298		3.0	6.0	1.0		1.0		10.0	16.0	2.0		1.0	7.0	34	28.0			6.0	1.0							10.0			15.0
hsa-miR-1299			4.0						4.0			1.0		32	34.0	4.0		3.0	7.0					1.0	12.0				17.0
hsa-miR-1301								1.0	3.0	2.0				10	15.0	3.0			4.0						20.0				15.0
hsa-miR-1302			5.0	4.0		1.0		12.0	5.0	3.0		6.0		55	15.0	4.0		5.0			1.0			1.0	193.0			1.0	22.0
hsa-miR-1303		1.0	1.0					3.0	8.0					26	38.0	3.0			1.0				1.0		48.0	4.0			1.0
hsa-miR-1304-3p		2.0	3.0	1.0				5.0	13.0	2.0	2.0	2.0		14	31.0	3.0								4.0	27.0	1.0	1.0		10.0
hsa-miR-1304-5p				4.0				3.0	3.0	1.0	3.0	2.0		23	33.0	1.0		3.0	8.0						106.0				11.0
hsa-miR-1305	5.0	5.0	4.0	4.0	1.0			32.0	13.0				4.0	45	60.0	2.0		4.0	2.0		1.0			1.0	12.0	4.0			18.0
hsa-miR-1306-3p		1.0		1.0										18	9.0			2.0							70.0				20.0
hsa-miR-1306-5p			5.0			2.0		5.0				1.0	9.0	24	33.0	4.0	2.0	3.0						4.0	28.0		1.0		19.0
hsa-miR-1307-3p								7.0						4	1.0										55.0	1.0			3.0
hsa-miR-1307-5p		1.0						1.0	1.0					6	31.0		1.0							5.0					2.0
hsa-miR-130a-3p		1.0	1.0	1.0				4.0	5.0	2.0	1.0	1.0		44	47.0			1.0	1.0						68.0		2.0		14.0
hsa-miR-130a-5p		2.0	3.0	2.0			1.0	1.0	13.0	2.0		2.0	3.0	47	55.0			2.0				1.0		3.0	7.0	1.0	1.0	1.0	24.0
hsa-miR-130b-3p		1.0	1.0	1.0				4.0	5.0	2.0	1.0	1.0		44	47.0			1.0	1.0						68.0		2.0		14.0
hsa-miR-130b-5p		3.0	14.0	4.0				1.0	10.0		2.0	7.0		35	46.0	8.0		2.0	3.0	1.0		1.0	1.0		7.0	2.0	4.0		9.0
hsa-miR-132-3p		3.0	7.0	1.0				4.0	5.0	3.0				40	51.0	4.0		1.0	4.0	1.0				1.0	8.0			1.0	4.0
hsa-miR-132-5p								1.0					7.0	12	13.0										7.0				5.0
hsa-miR-1321	1.0	1.0	6.0					5.0	8.0	2.0				53	34.0	18.0			2.0					3.0	161.0			5.0	4.0
hsa-miR-1322	1.0		4.0	8.0			1.0	1.0	1.0	1.0	1.0	2.0		23	27.0	5.0					1.0			4.0	8.0				24.0
hsa-miR-1323		1.0	6.0	4.0				8.0	18.0		1.0	2.0		66	80.0	11.0		1.0	3.0						21.0	5.0	3.0	2.0	9.0
hsa-miR-1324		5.0	2.0	1.0				4.0	5.0	4.0		1.0		42	59.0	1.0		2.0						6.0	11.0		1.0	1.0	2.0
hsa-miR-133a		3.0		1.0					7.0	1.0			10.0	31	28.0	1.0		7.0						2.0	9.0				8.0
hsa-miR-133b		3.0		1.0					7.0	1.0			10.0	31	28.0	1.0		7.0						2.0	9.0				8.0
hsa-miR-134		1.0	2.0					5.0	1.0	1.0				30	25.0							2.0			4.0	4.0			15.0
hsa-miR-1343			4.0	1.0				4.0	6.0	2.0				25	36.0	2.0		1.0	2.0				3.0		180.0				8.0
hsa-miR-135a-3p		2.0	4.0			4.0	1.0		2.0				1.0	17	28.0	9.0						1.0		1.0	9.0		1.0		1.0
hsa-miR-135a-5p								4.0	2.0	3.0		2.0		47	14.0	2.0									6.0				7.0
hsa-miR-135b-3p		3.0		1.0				4.0	2.0	2.0		1.0		26	23.0	1.0							1.0		9.0				7.0
hsa-miR-135b-5p								4.0	2.0	3.0		2.0		47	14.0	2.0									6.0				7.0
hsa-miR-136-3p	2.0	1.0						3.0	2.0					27	31.0	2.0				2.0			4.0	1.0	9.0				20.0
hsa-miR-136-5p			12.0				1.0	6.0	1.0	1.0			2.0	31	41.0	7.0		1.0	2.0						93.0				10.0
hsa-miR-137				2.0				2.0	4.0	1.0	1.0			34	63.0	4.0		7.0	2.0				1.0		14.0		1.0		15.0
hsa-miR-138-1-3p		3.0		1.0				6.0	1.0	1.0				33	50.0	1.0		2.0		1.0				1.0	39.0				7.0
hsa-miR-138-2-3p		1.0	5.0	2.0				8.0	3.0					20	48.0	6.0				1.0					8.0			1.0	22.0
hsa-miR-138-5p			1.0						1.0	4.0	2.0		8.0	26	26.0	4.0		3.0	1.0			1.0			57.0				15.0
hsa-miR-139-3p	4.0							5.0	4.0					20	23.0									1.0	31.0				10.0
hsa-miR-139-5p			4.0						1.0	3.0	5.0		9.0	43	48.0		1.0	2.0	2.0	1.0					8.0	4.0			5.0
hsa-miR-140-3p			6.0	3.0			1.0	6.0	5.0	1.0				62	41.0	3.0		1.0							5.0	1.0			27.0
hsa-miR-140-5p			2.0	3.0						6.0		1.0		40	16.0	37.0							1.0	1.0	59.0		1.0		17.0
hsa-miR-141-3p	1.0		8.0			1.0		14.0	7.0	2.0				53	81.0			1.0	1.0						13.0		4.0	1.0	4.0
hsa-miR-141-5p		1.0	5.0	2.0				2.0	12.0					33	41.0	3.0		1.0	3.0				1.0		19.0	4.0			14.0
hsa-miR-142-3p		1.0	2.0	2.0				10.0	6.0	1.0				33	14.0			2.0	1.0				1.0	1.0	9.0	2.0	1.0		6.0
hsa-miR-142-5p		2.0	14.0					9.0	16.0	1.0	1.0	5.0		63	55.0		3.0	5.0	7.0				1.0		5.0				26.0
hsa-miR-143-3p		2.0	1.0	3.0			1.0	12.0	6.0	1.0	1.0		2.0	44	29.0	1.0		1.0	4.0			1.0			30.0		1.0	1.0	12.0
hsa-miR-143-5p	3.0	2.0						8.0	1.0	3.0			2.0	47	49.0	3.0		4.0			1.0			7.0	111.0		1.0		25.0
hsa-miR-144-3p			3.0					3.0	6.0	4.0	1.0			46	63.0			3.0	1.0	1.0				1.0	4.0	4.0			10.0
hsa-miR-144-5p			5.0					8.0	7.0					21	31.0	1.0		6.0						3.0					9.0
hsa-miR-145-3p		1.0	3.0	1.0				4.0		2.0				34	20.0	1.0		5.0							1.0		1.0		
hsa-miR-145-5p		2.0	1.0					8.0	4.0			2.0		40	29.0	2.0		1.0				1.0		1.0	5.0		7.0		4.0
hsa-miR-1468									1.0					10	19.0	1.0									5.0		1.0		12.0
hsa-miR-1469								2.0						8							1.0				37.0	1.0			
hsa-miR-146a-3p		2.0	2.0	2.0		1.0		12.0	6.0	1.0	1.0	10.0	1.0	26	26.0	2.0		1.0					1.0	4.0	34.0		6.0		13.0
hsa-miR-146a-5p		3.0	5.0	3.0					1.0			1.0		42	23.0	5.0		3.0	6.0	1.0					10.0		3.0		5.0
hsa-miR-146b-3p			2.0		6.0			3.0	9.0	2.0				24	21.0	3.0								1.0	11.0			1.0	9.0
